TPL_names,invasion.status.2022,bg_num,chklst_prov_num,wcup_eco_use_AF,wcup_eco_use_EU,wcup_eco_use_FU,wcup_eco_use_GS,wcup_eco_use_HF,wcup_eco_use_IF,wcup_eco_use_MA,wcup_eco_use_ME,wcup_eco_use_PO,wcup_eco_use_SU,wcup_eco_use_num,hab_suit_mean,X1,X2,X3,X4,X5,X6,X7,X8,X9,no.NativeRange.level03,lf_short.herb,lf_long.herb,lf_woody,prop_type.seed.v2,prop_type.veg.v2,prop_type.both.v2,max.height.new2023,pd.mean.to_native,pd.min.to_native,pd.wmean.to_native
Coreopsis basalis,0,11,10,0,1,0,0,0,0,0,0,0,0,1,0.164,0,0,0,0,0,0,1,0,0,10,1,0,0,1,0,0,0.9,229.5158211,10.052647,42.828
Oenothera oakesiana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149,0,0,0,0,0,0,1,0,0,14,1,0,0,1,1,1,0.9,253.7687882,36.167,47.261
Mimosa diplotricha var. inermis,1,4,4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,1,0,27,0,1,0,1,0,0,0.3,249.0431547,48.335186,46.36
Nothoscordum gracile,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0.246,0,0,0,0,0,0,1,1,0,16,0,1,0,1,1,1,0.9,264.1378483,64.015641,49.107
Acacia longifolia,0,3,2,0,1,0,1,1,0,1,1,0,0,5,0.119,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1,1,10,249.0352254,19.343535,46.358
Stylosanthes guianensis,1,5,6,1,1,0,0,0,0,0,0,1,0,3,0.121,0,0,0,0,0,0,1,1,0,28,0,0,1,1,0,0,1.8,249.9069188,169.526674,46.535
Hygrophila corymbosa,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0.3,231.6156873,7.532871,43.553
Delonix regia,0,16,12,1,1,1,0,1,1,1,1,1,0,8,0.127,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,25,249.0921568,57.680106,46.371
Cestrum elegans,0,10,9,0,1,0,0,0,0,0,0,0,0,1,0.201,0,0,0,0,0,0,1,0,0,4,0,0,1,1,1,1,4,238.7437387,75.163091,44.679
Senna surattensis,0,10,7,0,1,0,0,1,0,1,1,0,0,4,0.26,0,0,0,1,1,0,0,0,0,19,0,0,1,1,0,0,11,249.1043802,52.044744,46.373
Andrographis paniculata,0,10,10,0,0,0,0,0,0,0,1,0,0,1,0.25,0,0,0,1,0,0,0,0,0,4,1,0,0,1,1,1,0.9,231.7508128,35.918453,43.573
Epiphyllum oxypetalum,0,21,14,0,1,0,0,1,0,0,1,1,0,4,0.27,0,0,0,0,0,0,1,1,0,9,0,0,1,1,1,1,6,252.6770641,57.606334,47.087
Mimosa bimucronata,1,4,4,0,1,1,0,0,0,0,0,0,0,2,0.148,0,0,0,0,0,0,0,1,0,8,0,0,1,1,0,0,12,249.0431547,48.335186,46.36
Macroptilium atropurpureum,1,2,4,1,1,0,0,0,0,0,1,0,0,3,0.145,0,0,0,0,0,0,1,1,0,20,0,1,0,1,0,0,1.219,246.9340048,17.808244,45.931
Heliotropium procumbens,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0.185,0,0,0,0,0,0,1,1,0,37,0,0,1,1,0,0,0.3,238.6062443,32.99576,44.692
Spermacoce eryngioides,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.151,0,0,0,0,0,0,0,1,0,14,0,0,1,NA,NA,NA,0.3,235.834017,13.729388,44.172
Cleome houtteana,0,18,17,0,1,0,0,0,0,0,1,0,0,2,0.203,0,0,0,0,0,0,0,1,0,9,0,0,1,1,0,0,2,251.3847662,60.165335,46.791
Senna sulfurea,0,15,11,0,1,0,0,0,0,1,1,0,0,3,0.209,0,0,0,1,1,0,0,0,0,13,0,0,1,1,1,1,11,249.1043812,52.044745,46.373
Elsholtzia communis,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,3,0,1,0,1,1,1,0.6,230.6563965,4.954644,43.389
Gymnocoronis spilanthoides,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0.202,0,0,0,0,0,0,0,1,0,11,0,1,0,1,1,1,2.5,229.5029034,7.695363,42.826
Stellaria pallida,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.15,1,1,1,0,0,0,0,0,0,29,0,1,0,1,0,0,0.5,251.4511637,1.398122,46.816
Bryophyllum delagoense,1,17,13,0,1,0,0,0,0,0,0,1,0,2,0.144,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,254.7838286,27.6567463,47.529
Sagittaria platyphylla,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0,0,0,0,0,1,1,0,18,0,1,0,1,1,1,1.5,272.321688,29.496764,50.66
Eucalyptus globulus subsp. maidenii,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0.149,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1,1,50,253.7385652,71.986783,47.297
Ruellia squarrosa,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,3,0,0,1,1,1,1,0.45,231.6341139,18.246546,43.556
Gnaphalium calviceps,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.188,0,0,0,0,0,0,1,1,0,17,1,0,0,NA,NA,NA,0.4,229.3839795,9.994756,42.804
Brachiaria mutica,1,2,2,1,1,0,0,0,0,0,1,0,1,4,0.141,0,1,1,0,0,0,0,0,0,29,0,1,0,1,0,0,2.5,256.0625212,13.240177,47.208
Senna didymobotrya,0,1,3,1,1,1,0,1,0,1,1,1,0,7,0.159,0,1,0,0,0,0,0,0,0,13,0,0,1,1,1,1,5,249.1047758,61.738009,46.373
Abutilon pictum,0,12,10,0,1,0,0,0,0,1,1,0,0,3,0.195,0,0,0,0,0,0,0,1,0,5,0,0,1,1,1,1,5,251.757572,19.82881,46.924
Neonotonia wightii,0,1,2,1,1,0,1,1,1,1,1,0,0,7,0.115,0,1,1,1,0,0,0,0,0,37,0,1,0,1,1,1,0.762,246.9244455,26.193683,45.927
Oldenlandiopsis callitrichoides,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,1,0,16,0,0,1,1,1,1,0.5,236.5797731,99.499016,44.312
Hylocereus undatus,0,20,14,0,1,0,1,1,0,0,1,0,0,4,0.126,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,15,252.6770651,57.606335,47.087
Hylocereus trigonus,0,3,4,0,1,0,1,1,0,0,0,0,0,3,NA,0,0,0,0,0,0,0,1,0,8,0,0,1,1,1,1,12,252.6770651,57.606335,47.087
Brachiaria brizantha,0,3,5,1,1,0,0,1,1,0,1,0,0,5,0.156,0,1,1,0,0,0,0,0,0,39,0,1,0,1,1,1,2,256.0622368,11.829842,47.208
Limnobium laevigatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0,0,0,0,0,0,1,1,0,25,0,1,0,1,1,1,1.2,272.2949913,20.571274,50.655
Brugmansia suaveolens,0,10,9,1,1,0,0,0,0,1,1,1,1,6,0.18,0,1,0,0,0,0,0,1,0,5,0,0,1,1,1,1,6,238.6663476,37.546427,44.658
Micranthemum umbrosum,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,1,1,0,42,0,1,0,0,1,0,3,232.7957169,97.238497,43.743
Desmodium uncinatum,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0.131,0,0,0,0,0,0,1,1,0,26,0,0,1,1,1,1,1,246.8457919,16.030261,45.906
Porophyllum ruderale,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0.159,0,0,0,0,0,0,0,1,0,34,0,1,0,1,0,0,3,229.5144614,25.758891,42.829
Pluchea carolinensis,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.136,0,0,0,0,0,0,1,1,0,33,0,0,1,1,0,0,5,229.5138976,4.349416,42.83
Talinum paniculatum,1,19,16,0,1,0,1,1,0,0,1,0,0,4,0.238,0,0,0,0,0,0,1,1,0,48,0,0,1,1,1,1,1.5,252.677662,66.633363,47.087
Merremia dissecta,0,1,1,0,1,0,0,0,0,1,1,1,0,4,0.161,0,0,0,0,0,0,1,1,0,43,0,1,0,1,0,0,8,238.5445382,14.995143,44.643
Cuphea carthagenensis,1,3,5,0,0,1,0,0,0,0,1,0,0,2,0.199,0,0,0,0,0,0,1,1,0,32,0,1,0,1,0,0,0.8,253.8712769,71.701254,47.297
Callisia repens,1,6,7,0,1,0,0,0,0,0,1,0,0,2,0.178,0,0,0,0,0,0,1,1,0,36,0,0,1,0,1,0,0.3,264.6412147,47.934553,49.156
Tinantia erecta,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.178,0,0,0,0,0,0,1,1,0,24,1,0,0,1,1,1,1,264.6412147,47.934553,49.156
Sechium edule,0,16,13,1,1,0,1,1,0,1,1,0,0,6,0.247,0,0,0,0,0,0,1,1,0,7,0,1,0,1,0,0,15,251.0339698,37.318512,46.833
Pseudelephantopus spicatus,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.133,0,0,0,0,0,0,1,1,0,32,0,1,0,1,0,0,1,230.1785132,23.754813,42.97
Crassocephalum rubens,1,0,0,0,0,0,0,1,0,1,1,1,0,4,0.099,0,1,1,0,0,0,0,0,0,37,1,0,0,1,0,0,1.5,229.125281,12.2173,42.766
Soliva sessilis,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.25,0,0,0,0,0,0,0,1,0,11,1,0,0,1,0,0,0.25,229.161179,16.349003,42.754
Soliva anthemifolia,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0.218,0,0,0,0,0,0,0,1,0,8,1,0,0,1,1,1,0.3,229.161179,16.349003,42.754
Opuntia dillenii,1,12,12,1,1,0,0,1,0,1,1,0,1,6,0.164,0,0,0,0,0,0,1,1,0,19,0,0,1,1,1,1,3,252.6770651,57.606335,47.087
Pyrostegia venusta,0,15,12,0,1,0,0,0,0,1,1,0,0,3,0.134,0,0,0,0,0,0,1,1,0,24,0,1,0,1,1,1,12,232.0250433,37.194631,43.615
Hypochaeris chillensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,0,0,0,0,1,0,11,0,1,0,1,0,0,0.6,229.764932,10.610792,42.897
Acmella ciliata,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.111,0,0,0,0,0,0,0,1,0,13,0,1,0,1,0,0,0.8,229.5172505,1.473778,42.829
Ipomoea trifida,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.181,0,0,0,0,0,0,1,1,0,17,1,0,0,1,0,0,7,238.5311765,16.42898,44.641
Asparagus densiflorus,0,17,13,0,1,0,1,0,0,0,1,0,0,3,0.199,0,1,0,0,0,0,0,0,0,5,0,0,1,1,1,1,1,263.9662359,0.756434,49.083
Asparagus setaceus,0,23,15,1,1,0,1,1,0,0,1,1,0,6,0.171,0,1,0,0,0,0,0,0,0,15,0,0,1,1,1,1,6,263.9668,7.09967,49.084
Spermacoce exilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0,0,0,0,0,0,1,1,0,31,0,1,0,1,0,0,0.4,235.8339828,12.724899,44.172
Senna corymbosa,0,3,4,0,1,0,0,0,0,0,1,0,0,2,0.228,0,0,0,0,0,0,0,1,0,7,0,0,1,1,1,1,4,249.1043812,52.044745,46.373
Pluchea sagittalis,1,2,2,0,0,0,0,0,0,0,1,0,0,1,0.134,0,0,0,0,0,0,1,1,0,16,0,1,0,1,0,0,2,229.5139312,4.859673,42.83
Leucaena leucocephala,1,18,13,1,1,1,1,1,1,1,1,1,1,10,0.164,0,0,0,0,0,0,1,1,0,9,0,0,1,1,0,0,12,249.0464754,57.630891,46.361
Senna siamea,0,12,10,1,1,1,1,1,1,1,1,1,0,9,0.1,0,0,0,1,0,0,0,0,0,5,0,0,1,1,1,1,30,249.1044253,53.379448,46.373
Bryophyllum pinnatum,1,19,13,1,1,0,0,0,0,0,1,1,1,5,0.11,0,1,0,0,0,1,0,0,0,2,0,0,1,1,1,1,2,254.7838315,27.68603441,47.529
Macrotyloma uniflorum,0,0,1,1,1,0,1,1,0,0,1,0,0,5,0.162,0,1,0,1,0,0,0,0,0,25,0,1,0,1,0,0,4.7,246.9360751,23.811829,45.931
Hippeastrum vittatum,0,16,13,0,0,0,1,0,0,0,1,0,0,2,NA,0,0,0,0,0,0,0,1,0,3,0,1,0,1,1,1,1,264.315799,29.569795,49.143
Erigeron speciosus,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0.214,0,0,0,0,0,0,1,0,0,14,0,0,1,1,1,1,0.9,229.0721258,0.917726,42.745
Zephyranthes candida,0,21,16,0,1,0,0,0,0,1,1,0,0,3,0.287,0,0,0,0,0,0,0,1,0,5,0,1,0,1,1,1,0.45,264.315799,29.569795,49.143
Callisia fragrans,0,3,3,0,1,0,0,0,0,0,1,0,0,2,0.16,0,0,0,0,0,0,1,0,0,5,0,0,1,0,1,0,1.5,264.6412147,47.934553,49.156
Erechtites valerianifolius,1,2,2,0,0,0,0,1,0,0,1,0,0,2,0.141,0,0,0,0,0,0,1,1,0,30,1,0,0,1,0,0,1,229.125282,12.217301,42.766
Artabotrys hexapetalus,0,17,14,0,1,0,0,0,0,1,1,0,0,3,0.11,0,0,0,1,0,0,0,0,0,8,0,0,1,1,1,1,10,273.8457297,7.547478,51.039
Cordyline fruticosa,0,22,16,1,1,1,1,1,1,1,1,0,1,9,0.141,0,0,0,1,1,1,0,0,0,11,0,0,1,1,1,1,5,264.0767548,69.268631,49.105
Dolichandra unguis-cati,1,11,9,0,1,0,0,0,0,1,1,0,0,3,0.23,0,0,0,0,0,0,1,1,0,41,0,1,0,0,1,0,9,232.0250423,37.19463,43.615
Rapistrum rugosum,0,0,1,1,0,0,1,1,0,0,0,1,0,4,0.202,1,1,1,0,0,0,0,0,0,40,1,0,0,1,0,0,1.8,250.9211471,43.699975,46.691
Lindernia rotundifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,1,0,1,0,0,0,1,0,20,1,0,0,1,1,1,0.2,232.1856203,40.282286,43.64
Albizia lebbeck,1,10,8,1,1,1,0,1,0,1,1,1,0,7,0.14,0,0,0,1,0,0,0,0,0,10,0,0,1,1,0,0,30,249.0383698,51.021436,46.359
Herissantia crispa,1,0,0,0,1,0,0,0,0,1,1,0,0,3,0.179,0,0,0,0,0,0,1,1,0,42,0,0,1,1,0,0,1.5,251.926636,76.722266,46.954
Limnocharis flava,1,6,6,1,1,0,0,1,0,0,0,0,0,3,0.13,0,0,0,0,0,0,1,1,0,24,0,1,0,1,1,1,1.1,272.3331339,59.956154,50.664
Aloe vera,0,24,16,0,1,0,1,1,0,1,1,1,1,7,0.18,0,1,1,0,0,0,0,0,0,3,0,0,1,1,1,1,1,264.5747721,46.469783,49.188
Gnaphalium purpureum,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.29,0,0,0,0,0,0,1,1,0,69,1,0,0,1,0,0,0.6,229.3808171,6.459703,42.803
Amberboa moschata,0,3,6,0,1,0,0,0,0,0,0,0,0,1,NA,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0.9,232.6934357,45.259634,43.451
Aubrieta deltoidea,0,3,3,0,1,0,1,0,0,0,0,0,0,2,0.217,1,0,1,0,0,0,0,0,0,7,0,1,0,1,1,1,0.5,250.8830106,36.576301,46.683
Bidens pilosa,1,16,11,1,1,0,1,1,1,1,1,0,1,8,0.26,0,0,0,0,0,0,1,1,0,62,0,1,0,1,1,1,2.5,229.515649,7.471714,42.828
Canavalia ensiformis,0,10,15,1,1,0,0,1,0,1,1,1,0,6,0.16,0,0,0,0,0,0,1,1,0,32,0,1,0,1,0,0,2,247.1078093,0.860706,45.974
Conoclinium coelestinum,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,1,1,0,28,0,1,0,1,1,1,1,232.694932,90.519268,43.451
Diplotaxis muralis,0,0,1,0,0,0,1,1,0,0,1,0,0,3,0.186,1,1,1,0,1,0,0,0,0,37,1,0,0,1,1,1,0.6,250.9212508,44.756100000000004,46.691
Mitracarpus hirtus,1,0,0,1,1,0,0,0,0,0,1,1,1,5,0.172,0,0,0,0,0,0,1,1,0,38,1,0,0,1,0,0,1,235.8339991,13.187922,44.172
Glebionis coronaria,0,10,18,0,1,0,1,1,0,1,1,0,0,5,0.223,1,1,1,0,0,0,0,0,0,30,0,1,0,1,0,0,0.9,228.9082722,4.603165,42.694
Laportea aestuans,0,0,0,1,0,0,1,1,0,1,1,1,1,7,0.111,0,1,1,1,0,0,0,1,0,75,0,1,0,1,0,0,1.3,248.78739529999999,66.702632,46.315
Nuttallanthus canadensis,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0.297,0,0,0,0,0,0,1,1,0,62,1,0,0,1,1,1,0.7,232.7987401,102.320532,43.744
Clidemia hirta,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,1,1,0,15,0,0,1,1,0,0,9,253.6276582,58.509943,47.279
Lobularia maritima,0,8,8,0,1,0,0,1,0,0,1,0,0,3,0.238,1,1,1,0,0,0,0,0,0,15,0,1,0,1,1,1,0.4,250.9476609,39.248888,46.696
Ludwigia palustris,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0.313,1,1,1,0,0,0,1,1,0,80,0,1,0,1,1,1,0.6,253.8648694,37.735553,47.288
Glebionis segetum,0,8,9,0,1,0,0,1,0,0,1,0,0,3,0.172,1,1,1,0,1,0,0,0,0,49,0,1,0,1,0,0,0.7,228.9082722,4.603165,42.694
Catharanthus roseus,1,21,16,1,1,0,1,1,0,1,1,1,0,7,0.236,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1.5,236.0654124,26.681507,44.207
Hippobroma longiflora,1,3,3,0,0,0,0,0,0,0,1,1,0,2,0.123,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1.8,238.9958364,26.417177,44.655
Nicandra physalodes,1,13,11,0,1,0,1,1,0,0,1,1,0,5,0.23,0,0,0,0,0,0,0,1,0,5,1,0,0,1,0,0,3,238.6679242,38.738663,44.658
Silybum marianum,1,17,14,0,0,0,0,1,1,0,1,1,0,4,0.225,1,1,1,1,0,0,0,0,0,60,1,0,0,1,0,0,2.5,229.9357756,7.046245,42.927
Synedrella nodiflora,1,6,6,1,0,0,1,1,0,1,1,0,1,6,0.124,0,0,0,0,0,0,1,1,0,41,0,1,0,1,0,0,2,229.5176381,12.607026,42.829
Malvastrum coromandelianum,1,8,7,1,0,0,0,0,0,1,1,0,0,3,0.21,0,0,0,0,0,0,1,1,0,42,0,0,1,1,1,1,1.5,251.7615841,19.120643,46.925
Chamaecrista mimosoides,1,10,9,1,1,0,0,1,0,1,1,0,1,6,0.126,0,1,1,1,1,0,0,0,0,69,0,0,1,1,1,1,1.6,249.1028193,4.80169,46.373
Echinodorus cordifolius,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.258,0,0,0,0,0,0,1,1,0,25,0,1,0,1,1,1,1,272.3303994,67.135885,50.663
Jacquemontia tamnifolia,1,0,2,1,1,0,1,1,0,1,1,1,0,7,0.185,0,1,0,0,0,0,1,1,0,74,0,0,1,1,0,0,5,238.7128563,20.005647,44.678
Senna hirsuta,1,2,3,0,1,0,0,1,0,0,1,1,0,4,0.176,0,0,0,0,0,0,1,1,0,31,0,0,1,1,0,0,3,249.1043812,52.044745,46.373
Senna obtusifolia,0,4,5,1,1,0,1,1,0,1,1,1,1,8,0.21,0,0,0,0,0,0,1,1,0,42,0,0,1,1,1,1,2,249.1043812,52.044745,46.373
Sonchus asper,1,4,5,0,0,0,1,1,0,1,1,0,0,4,0.293,1,1,1,1,0,0,0,0,0,83,0,1,0,1,0,0,2.2,229.7997947,6.266257,42.902
Medicago arabica,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.215,1,1,1,0,0,0,0,0,0,35,0,1,0,1,0,0,0.65,246.027391,19.498412,45.773
Cajanus cajan,1,12,12,1,1,1,1,1,1,1,1,1,0,9,0.132,0,0,0,1,0,0,0,0,0,3,0,0,1,1,1,1,4.7,246.9005884,3.009805,45.926
Swietenia mahagoni,0,12,8,0,1,1,0,1,0,1,1,1,0,6,0.141,0,0,0,0,0,0,1,1,0,8,0,0,1,1,0,0,25,252.6672215,52.170186,47.049
Talinum fruticosum,1,4,4,1,1,0,1,1,0,1,1,1,1,8,0.227,0,0,0,0,0,0,1,1,0,39,0,0,1,0,1,0,0.9,252.677662,66.633363,47.087
Rotala ramosior,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.341,0,0,0,0,0,0,1,1,0,40,1,0,0,1,1,1,0.55,253.8572865,44.172149,47.294
Peperomia pellucida,1,10,8,0,1,0,1,1,0,1,1,0,0,5,0.15,0,1,0,0,0,0,1,1,0,68,0,1,0,1,0,0,0.5,274.1855508,24.632372,51.107
Flaveria bidentis,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16,0,0,0,0,0,0,0,1,0,15,1,0,0,1,0,0,1,229.5144614,25.758891,42.829
Tacca leontopetaloides,0,2,3,0,1,0,1,1,0,1,1,1,1,7,0.1,0,1,0,1,1,1,0,0,0,79,0,1,0,0,1,0,2,268.2798115,28.431802,49.896
Ipomoea batatas,0,20,25,1,1,0,1,1,0,1,1,1,1,8,0.233,0,0,0,0,0,0,1,0,0,4,0,1,0,1,1,1,5,238.5311765,16.42898,44.641
Valerianella locusta,0,0,3,0,0,0,1,1,0,0,1,0,0,3,0.188,1,1,1,0,0,0,0,0,0,44,1,0,0,1,0,0,0.45,240.2954975,33.478475,44.885
Pilea microphylla,1,14,8,0,1,0,0,0,0,0,1,0,0,2,0.203,0,0,0,0,0,0,1,1,0,37,0,0,1,1,1,1,0.5,248.6662659,31.85896,46.295
Senna occidentalis,1,18,13,0,1,0,0,1,0,0,1,1,0,4,0.213,0,0,0,0,0,0,1,1,0,45,0,0,1,1,0,0,2.5,249.1043812,52.044745,46.373
Alyssum alyssoides,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0.181,1,1,1,0,0,0,0,0,0,40,1,0,0,1,0,0,0.5,250.9202642,12.58702,46.69
Evolvulus nummularius,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0.173,0,0,0,0,0,0,1,1,0,41,0,0,1,1,1,1,0.5,238.7127358,22.517108,44.677
Malachra capitata,0,0,0,0,1,0,0,0,0,1,1,0,0,3,0.161,0,0,0,0,0,0,1,1,0,26,0,1,0,1,0,0,1.5,251.7551712,21.049575,46.924
Zinnia peruviana,1,4,6,1,1,0,0,0,0,0,1,0,0,3,0.167,0,0,0,0,0,0,1,1,0,23,1,0,0,1,0,0,0.9,232.694932,90.519268,43.451
Smallanthus uvedalia,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.233,0,0,0,0,0,0,1,0,0,29,0,1,0,1,1,1,3,229.5140534,11.889717,42.828
Digera muricata,0,0,0,1,0,0,1,1,0,0,1,0,0,4,0.26,0,1,1,1,0,0,0,0,0,27,1,0,0,1,1,1,0.7,251.723963,87.32265,46.875
Sesbania sesban,0,3,4,1,1,1,1,1,0,1,1,1,0,8,0.121,0,1,1,1,0,0,0,0,0,52,0,0,1,1,0,0,6,247.0168231,7.438978,45.967
Syzygium malaccense,0,4,5,1,1,1,0,1,0,1,1,0,0,6,0.112,0,0,0,1,1,1,0,0,0,11,0,0,1,1,1,1,25,253.6995314,42.906526,47.29
Cereus repandus,0,1,2,1,1,1,0,1,0,1,1,0,0,6,0.15,0,0,0,0,0,0,0,1,0,6,0,0,1,0,1,0,4.7,252.6770641,57.606334,47.087
Opuntia ficus-indica,1,14,12,1,1,1,1,1,0,1,1,0,1,8,0.089,0,0,0,0,0,0,1,1,0,6,0,0,1,1,1,1,6,252.6770641,57.606334,47.087
Abelmoschus esculentus,0,17,16,1,1,1,1,1,0,1,1,1,1,9,0.255,0,0,0,1,0,0,0,0,0,3,0,0,1,1,0,0,3,251.7525022,10.207844,46.923
Dysphania ambrosioides,1,18,13,1,0,0,1,1,0,1,1,1,1,7,0.29,0,0,0,0,0,0,1,1,1,46,0,0,1,1,0,0,1.5,251.6198302,6.350998,46.847
Triodanis perfoliata,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0.335,0,0,0,0,0,0,1,1,0,69,1,0,0,1,0,0,1,239.0429389,91.180138,44.666
Arrhenatherum elatius,0,7,8,1,1,0,0,0,0,0,1,0,0,3,0.197,1,1,1,0,0,0,0,0,0,56,0,1,0,1,1,1,2,255.5059224,18.298509,47.086
Lindernia dubia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,0,0,0,1,1,0,84,1,0,0,0,1,0,0.34,232.1856203,40.282286,43.64
Erigeron annuus,1,11,10,0,0,0,0,0,0,0,1,0,0,1,0.251,0,0,0,0,0,0,1,1,0,53,0,1,0,1,1,1,1.5,229.072212,1.569866,42.745
Parthenocissus quinquefolia,1,7,10,0,1,0,0,0,0,1,1,1,0,4,0.243,0,0,0,0,0,0,1,1,0,51,0,1,0,1,1,1,30,255.3106051,56.967636,47.598
Sesbania grandiflora,0,9,8,1,1,1,0,1,0,1,1,0,1,7,0.183,0,0,0,1,0,1,0,0,0,10,0,0,1,1,1,1,10,247.0167828,6.219352,45.967
Euphorbia tithymaloides,0,18,12,0,1,0,0,0,0,1,1,1,0,4,0.156,0,0,0,0,0,0,1,1,0,35,0,0,1,0,1,0,3,251.8216337,26.387404,46.921
Hyptis pectinata,0,0,1,0,0,0,1,1,0,1,1,1,1,6,0.152,0,0,0,0,0,0,1,1,0,39,0,0,1,1,0,0,3,230.6137255,26.477102,43.385
Hyptis suaveolens,1,4,5,1,1,0,1,1,0,1,1,1,1,8,0.126,0,0,0,0,0,0,1,1,0,37,0,0,1,1,0,0,3,230.6137255,26.477102,43.385
Sphagneticola trilobata,1,6,6,0,1,0,0,0,0,0,1,1,0,3,0.143,0,0,0,0,0,0,1,1,0,25,0,1,0,1,1,1,2,229.5166781,2.59125,42.828
Leonotis nepetifolia,0,0,1,1,1,0,0,1,0,1,1,0,1,6,0.162,0,1,0,1,0,0,0,0,0,44,0,1,0,1,1,1,3,230.5942874,24.303119,43.382
Acmella oleracea,1,2,5,0,1,0,1,1,0,0,1,0,0,4,0.208,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0.45,229.5172505,1.473778,42.829
Chromolaena odorata,1,7,7,1,1,0,0,1,0,1,1,1,0,6,0.152,0,0,0,0,0,0,1,1,0,42,0,0,1,1,0,0,7,229.5031923,9.4430789999999991,42.826
Erechtites hieraciifolius,1,5,4,0,0,0,0,1,0,0,1,0,0,2,0.191,0,0,0,1,0,0,1,1,0,85,1,0,0,1,0,0,3,229.125282,12.217301,42.766
Merremia tuberosa,1,2,2,0,1,0,0,0,0,0,1,1,0,3,0.113,0,0,0,0,0,0,1,1,0,20,0,0,1,1,1,1,20,238.5445372,14.995142,44.643
Ipomoea nil,1,21,14,1,1,0,0,1,0,1,1,1,1,7,0.257,0,0,0,0,0,0,1,1,0,41,0,1,0,1,1,1,9,238.5311765,16.42898,44.641
Ipomoea purpurea,1,17,16,0,1,0,1,1,1,1,1,1,0,7,0.335,0,0,0,1,1,0,1,1,0,30,1,0,0,1,1,1,12,238.5311765,16.42898,44.641
Senna alata,1,9,8,1,1,0,1,1,0,1,1,1,1,8,0.164,0,0,0,0,0,0,1,1,0,28,0,0,1,1,1,1,9,249.1035987,28.375806,46.373
Senna bicapsularis,1,11,9,1,1,1,0,1,0,1,1,1,0,7,0.14,0,0,0,0,0,0,0,1,0,25,0,0,1,1,0,0,5,249.1043812,52.044745,46.373
