TPL_names,invasion.status.2022,bg_num,chklst_prov_num,wcup_eco_use_AF,wcup_eco_use_EU,wcup_eco_use_FU,wcup_eco_use_GS,wcup_eco_use_HF,wcup_eco_use_IF,wcup_eco_use_MA,wcup_eco_use_ME,wcup_eco_use_PO,wcup_eco_use_SU,wcup_eco_use_num,hab_suit_mean,X1,X2,X3,X4,X5,X6,X7,X8,X9,no.NativeRange.level03,lf_short.herb,lf_long.herb,lf_woody,prop_type.seed.v2,prop_type.veg.v2,prop_type.both.v2,max.height.new2023,pd.mean.to_native,pd.min.to_native,pd.wmean.to_native
Cyperus alternifolius,0,12,12,1,1,0,0,0,0,1,1,0,1,5,0.232,0,1,1,0,0,0,0,0,0,33,0,1,0,0,1,0,3,258.2036963,8.954778,47.678
Cyperus esculentus,1,5,6,1,1,1,1,1,1,1,1,0,1,9,0.342,1,1,1,1,0,0,1,1,0,170,0,1,0,1,1,1,1,258.2026346,4.98455,47.677
Cyperus involucratus,1,13,12,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,0,0,34,0,1,0,1,1,1,1.8,258.2036963,8.954778,47.678
Cyperus prolifer,0,3,3,0,1,0,0,0,0,1,1,0,0,3,0.137,0,1,0,0,0,0,0,0,0,9,0,1,0,1,1,1,1,258.2034684,2.826096,47.678
Cyperus surinamensis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,0,0,0,0,0,0,1,1,0,49,0,1,0,1,0,0,1.2,258.2036222,8.026058,47.678
Dinebra retroflexa,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0.2,0,1,1,1,0,0,0,0,0,49,1,0,0,1,1,1,1.12,256.1300326,19.564413,47.223
Ehrharta erecta,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.135,0,1,1,0,0,0,0,0,0,23,0,1,0,1,1,1,1,256.2980062,58.671869,47.293
Eragrostis curvula,0,3,7,1,1,0,1,1,0,0,1,0,0,5,0.27,0,1,0,0,0,0,0,0,0,20,0,1,0,1,1,1,1.8,256.1324118,6.65078,47.223
Etlingera elatior,0,8,7,1,1,0,1,1,0,1,1,0,1,7,0.119,0,0,0,1,0,0,0,0,0,6,0,1,0,1,1,1,6,263.9383803,8.418348,49.082
Holcus lanatus,0,1,2,1,1,0,0,0,0,0,1,1,0,4,0.219,1,1,1,0,0,0,0,0,0,47,0,1,0,1,0,0,1.5,255.4823923,8.283202,47.079
Hordeum bulbosum,0,1,1,1,0,0,1,1,0,0,1,0,0,4,0.287,1,1,1,0,0,0,0,0,0,29,0,1,0,1,1,1,1.451,255.4135937,5.568985,47.067
Lolium multiflorum,1,5,13,1,1,0,0,1,0,0,1,1,0,5,0.271,1,1,1,1,0,0,1,0,0,59,0,1,0,1,0,0,1.3,255.4792007,23.291049,47.079
Lolium perenne,1,11,19,1,1,0,1,1,0,0,1,1,0,6,0.26,1,1,1,1,0,0,0,0,0,66,0,1,0,1,0,0,1.2,255.4792007,23.291049,47.079
Lolium persicum,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.528,0,1,1,1,0,0,0,0,0,19,0,1,0,1,1,1,0.7,255.4792007,23.291049,47.079
Lolium remotum,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0,1,0,0,0,0,0,3,0,1,0,1,1,1,1.11,255.4791997,23.291048,47.079
Lolium temulentum,1,1,7,1,0,0,1,1,0,0,1,1,0,5,0.258,1,1,1,1,0,0,0,0,0,63,1,0,0,1,0,0,1.25,255.4792007,23.291049,47.079
Melinis minutiflora,0,1,2,1,1,0,0,0,0,1,1,0,0,4,0.114,0,1,0,0,0,0,0,0,0,30,0,1,0,1,1,1,1.8,256.0644879,14.498534,47.208
Melinis repens,1,3,3,1,1,0,0,0,0,1,1,0,0,4,0.164,0,1,1,0,0,0,0,0,0,49,0,1,0,1,1,1,1.5,256.0644879,14.498534,47.208
Panicum acuminatum,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.348,0,0,0,0,0,1,1,1,0,79,0,1,0,1,0,0,1,256.0734279,26.502751,47.21
Panicum dichotomiflorum,0,2,2,0,0,0,1,0,0,0,1,0,0,2,0.301,0,0,0,0,0,0,1,1,0,82,0,1,0,1,1,1,1.8,256.0664298,8.221436,47.209
Panicum maximum,1,4,5,1,0,0,1,1,0,1,1,1,0,6,0.18,0,1,1,0,0,0,0,0,0,52,0,1,0,1,1,1,4.5,256.0625061,12.935401,47.208
Panicum repens,1,6,6,1,1,1,1,0,0,1,1,0,0,6,0.191,1,1,1,1,1,0,0,0,0,90,0,1,0,0,1,0,1.25,256.066356,5.988338,47.209
Parapholis incurva,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.168,1,1,1,1,0,0,0,0,0,42,1,0,0,1,1,1,0.3,255.4830583,23.539332,47.08
Paspalum dilatatum,1,0,1,1,1,0,0,0,0,0,1,1,0,4,0.261,0,0,0,0,0,0,0,1,0,8,0,1,0,1,1,1,2,256.0888991,5.570464,47.216
Paspalum distichum,1,10,9,1,1,0,1,1,0,0,1,1,0,6,0.28,0,0,0,0,0,0,1,1,0,70,0,1,0,1,1,1,0.6,256.0889639,7.528393,47.216
Paspalum fimbriatum,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.093,0,0,0,0,0,0,1,1,0,20,0,1,0,1,1,1,1,256.0888991,5.570464,47.216
Paspalum notatum,0,4,11,1,1,0,0,0,0,0,1,0,0,3,0.25,0,0,0,0,0,0,1,1,0,28,0,1,0,1,1,1,1,256.0889335,6.608414,47.216
Paspalum paniculatum,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0.114,0,0,0,0,0,0,1,1,0,44,0,1,0,1,1,1,2.15,256.0889629,7.528392,47.216
Paspalum urvillei,1,0,1,1,0,0,0,0,0,0,1,0,0,2,0.264,0,0,0,0,0,0,0,1,0,11,0,1,0,1,0,0,2.5,256.0888991,5.570464,47.216
Paspalum virgatum,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0.142,0,0,0,0,0,0,1,1,0,38,0,1,0,1,1,1,2.5,256.0888634,4.489124,47.216
Pelexia obliqua,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,5,0,1,0,NA,NA,NA,0.35,260.6383084,35.040106,48.487
Pennisetum glaucum,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0.215,0,1,0,0,0,0,0,0,0,14,1,0,0,1,0,0,3,256.0562589,9.136491,47.205
Pennisetum polystachion,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06,0,1,1,1,0,0,0,0,0,48,1,0,0,1,0,0,2,256.0564003,9.854264,47.205
Pennisetum purpureum,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0.154,0,1,1,0,0,0,0,0,0,37,0,1,0,1,1,1,8,256.0558377,6.729829,47.205
Phalaris aquatica,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0.185,1,1,1,0,0,0,0,0,0,27,0,1,0,1,1,1,1.5,255.5120015,26.314606,47.088
Phalaris canariensis,0,0,1,1,0,0,0,1,0,1,1,0,0,4,0.246,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1.2,255.5120025,26.314607,47.088
Phalaris minor,1,0,0,1,0,0,1,1,0,0,1,1,0,5,0.24,1,1,1,1,0,0,0,0,0,48,1,0,0,1,0,0,1.8,255.5120025,26.314607,47.088
Phalaris paradoxa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,1,1,1,1,0,0,0,0,0,33,1,0,0,1,0,0,1,255.5120025,26.314607,47.088
Phleum pratense,0,4,8,1,1,0,0,0,0,0,1,1,0,4,0.223,1,1,1,1,0,0,0,0,0,62,0,1,0,1,1,1,3.3,255.4392368,1.540246,47.066
Poa compressa,0,2,2,1,1,0,0,0,0,0,0,0,0,2,0.23,1,1,1,0,0,0,0,0,0,42,0,1,0,1,1,1,0.8,255.4082003,0.91229,47.056
Secale cereale,0,2,6,1,1,0,1,1,0,1,1,1,0,7,0.324,1,1,1,0,0,0,0,0,0,15,0,1,0,1,0,0,2,255.4186187,1.613193,47.069
Setaria parviflora,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0.258,0,0,0,0,0,0,1,1,0,89,0,1,0,1,1,1,1.2,256.0561751,6.53404,47.205
Setaria sphacelata,0,0,2,1,1,0,1,1,0,1,1,1,0,7,0.145,0,1,1,0,0,0,0,0,0,45,0,1,0,1,1,1,3,256.0562302,7.366934,47.205
Solanum aculeatissimum,0,6,5,1,1,0,1,1,0,1,1,1,0,7,0.26,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,3,238.6549438,14.152038,44.654
Sorghum bicolor,0,11,29,1,1,1,1,1,0,1,1,1,1,9,0.273,0,1,0,0,0,0,0,0,0,7,0,1,0,1,0,0,6,255.9471356,4.066506,47.182
Sorghum halepense,1,2,2,1,0,0,1,1,0,1,1,1,1,7,0.304,0,1,1,1,0,0,0,0,0,37,0,1,0,1,1,1,3.5,255.9471356,4.066506,47.182
Spartina alterniflora,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0.169,0,0,0,0,0,0,1,1,0,32,0,1,0,1,1,1,3,257.5031875,95.480222,47.555
Spartina anglica,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0.113,1,0,0,0,0,0,0,0,0,7,0,1,0,1,1,1,1.8,257.5031875,95.480222,47.555
Sporobolus pyramidatus,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.237,0,0,0,0,0,0,1,1,0,56,0,1,0,1,1,1,0.7,256.1370472,20.312508,47.226
Sporobolus tenuissimus,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0.126,0,0,0,0,0,0,1,1,0,25,1,0,0,1,0,0,1,256.1370472,20.312508,47.226
Stenotaphrum secundatum,0,7,6,1,1,0,1,1,0,0,1,0,0,5,0.208,0,1,0,0,0,0,1,1,0,59,0,1,0,1,1,1,0.5,256.0571289,10.363243,47.206
Syngonium podophyllum,0,15,12,0,1,0,0,0,0,0,1,0,0,2,0.297,0,0,0,0,0,0,1,1,0,26,0,1,0,1,1,1,12,272.4679335,132.132941,50.736
Thalia dealbata,0,10,11,0,1,0,0,0,0,0,1,0,0,2,0.234,0,0,0,0,0,0,1,0,0,10,0,1,0,1,1,1,2,264.3251338,47.94097,49.134
Tripsacum dactyloides,0,0,0,1,1,0,1,0,0,0,0,0,0,3,0.267,0,0,0,0,0,0,1,1,0,53,0,1,0,1,1,1,3,256.0306738,29.750193,47.203
Xanthosoma sagittifolium,0,6,5,1,1,0,1,1,0,1,1,1,0,7,0.19,0,0,0,0,0,0,0,1,0,13,0,0,1,0,1,0,3.6,272.4679335,132.132941,50.736
Zea mexicana,0,1,4,1,0,0,1,0,0,0,1,0,0,3,0.254,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,4,256.0306738,29.750193,47.203
